LABOUR;OUTPUT;WAGE;CAPITAL,,,
38;0,958999991;19,68420982;0,768000007
81;6,188000202;42,70370483;32,9090004
48;2,003000021;37,08333206;2,203999996
103;4,104000092;26,10679626;5,224999905
71;2,657999992;33,07042313;0,307000011
47;2,273999929;29,12765884;2,24000001
14;0,282000005;17,5714283;0,43000001
145;6,09800005;37,7379303;1,261000037
193;10,60099983;43,60103607;10,82600021
124;4,335000038;27,52419281;3,342000008
158;6,281000137;20,55063248;8,38999557
48;3,029999971;38,29166794;0,79400003
38;3,677000046;39,23684311;15,58300018
22;1,680999994;36,5;0,977999985
35;1,615208983;43,92685699;0,109102003
52;8,206999779;43,80769348;43,25799942
36;1,437396049;25,78505707;1,379084945
390;18,55200005;21,83076859;3,142999887
94;3,457000017;26;0,906000018,
215;5,670000076;25,13488388;6,978000164
697;19,6779995;23,37446213;25,26799965
416;16,8239994;34,67547989;13,94400024
1187;121,125;63,10025406;156,4839935
257;19,95800018;37,35019302;136,2140045
77;6,556000233;66,37662506;1,838999987
56;2,487999916;27,8571434;0,924000025
30;0,699000001;42,36666489;0,38499999
219;12,73799992;64,45661926;5,37000179
73;2,16899991;22,19178009;2,431999922
30;1,385861039;33,50389862;3,311000109
340;21,11199951;47,72941208;7,364999771
57;2,223999977;28,94736862;3,835000038
281;26,66900063;29,17081833;46,22900009
90;7,809000015;30,79999924;24,17499924
1202;96,80000305;55,78868484;40,38899994
231;7,752999783;23,53246689;6,281000137
246;17,52799988;31,87804794;56,97100067
115;5,181000233;35,16521835;2,746999979
37;5,552999973;40,81081009;55,12200165
9;2,459000111;47;25,5510006,
32;7,881000042;45,5;85,96800232
25;1,113999963;36,04000092;0,779999971
29;1,406000018;30,75862122;1,131000042
37;1,210000038;26,24324417;0,992999971
44;2,000999928;36,47727203;1,546000004
102;8,001999855;39,37254715;17,8010006
104;9,715999603;44,125;39,19989
102;4,008999825;28,12745094;13,92800045
15;2,720999956;36,13333511;37,1399994
167;30,79599953;33,89221573;25,89599991
6;2,555000067;66;33,52700043,
6;2,464999914;43,16666794;32,55699921
170;9,303999901;33,58235168;4,813000202
19;2,898999929;42,63158035;31,77300072
82;3,152152061;38,78420639;6,871089935
148;5,09100008;28,44594574;1,54400003
74;2,361000061;22,10810852;3,792000055
125;5,18599987;23,93600082;6,618999958
80;5,888000011;33,57500076;9,784000397
89;6,795000076;41,87640381;36,13499832
46;1,613999963;27,47826004;1,154000044
69;2,602999926;31,75362396;1,996999979
80;6,03399992;30,76250076;18,10899925
87;2,122999907;21,56321907;1,231999993
84;2,450000048;27,4285717;1,613000035
105;3,565999985;27,8571434;0,463
34;2,094455004;34,67082214;4,363999844
330;6,818999767;23,25454521;4,262000084
54;1,337000012;19,27777863;0,643999994
84;1,347000003;15,9285717;0,28000001
96;3,84100008;23,75;1,75999975
63;3,255000114;48,52381134;7,916999817
1805;60,17900085;27,1590023;46,29000092
44;1,88230598;33,8395462;0,378212988
45;2,953999996;49,93333435;1,202000022
36;1,959311008;35,68480682;2,15899992
33;1,278998017;31,99630547;0,72999999
138;8,345000267;43,24637604;12,1960001
82;5,135000229;39,56097412;19,52300072
525;43,36500168;57,13904572;63,28900146
53;4,97300005;48,58490753;24,58499908
70;2,90199995;39,07143021;0,750999987
9;0,375999987;31,66666603;0,270999998
15;4,046000004;40,53333282;0,115999997
32;1,74000001;45,5625;0,100000001
3469;222,102005;50,01095581;111,4069977
294;15,21800041;42,87074661;7,640999794
254;15,72700024;54,04724503;6,653999805
625;50,56000137;62,70240021;27,32799911
6351;394,1990051;52,84427643;162,4889984
563;62,4129982;58,94138718;47,7879982
412;32,01900101;65,18203735;40,79000092
29;1,327620029;33,69276047;1,24999976
63;4,294000149;62,69841385;3,90199995
66;2,683000088;34,65151596;2,747999907
30;2,914000034;63,43333435;0,883000016
2630;180,5559998;51,5053215;59,6590004
41;2,170000076;36,85365677;0,537
98;5,979000092;45,61224365;3,619999886
80;3,217999935;33,51250076;0,619000018
22;7,614999771;73,95454407;42,87200165
71;7,43900013;54,61971664;9,890000343
23;1,886708975;75,28856659;1,480000019
168;17,5340004;83,97023773;10,10000038
300;15,18900013;47,5233345;20,43799973
237;11,33500004;41,69620132;8,751000404
38;10,66899967;59,28947449;128,8090057
66;6,999000072;68,36363983;0,354000002
18;6,032000065;49,88888931;103,179977
318;16,18099976;47,11635208;4,274000168
75;4,298999786;54,17333221;0,291999996
104;9,671999931;62,80769348;0,800000012
3043;565,8170166;133,5106812;1822,175049
235;19,21299934;71,29787445;7,59800005
39;1,786000013;41,12820435;0,194000006
113;6,880000114;54,88495636;2,388999939
77;8,18599987;45,37662506;0,134000003
79;4,164000034;41,67088699;1,496999979
252;15,5;49,49603271;35,40200043
79;9,633000374;48,13924026;28,14800072
473;42,09799957;65,3720932;22,74200058
28;2,234999895;57,57143021;2,26699996
53;3,040999889;42,94339752;1,266000032
27;2,181999922;48,40740585;0,70599997
23;0,829999983;33,56521606;0,28999999
791;58,23699951;57,33122635;23,63500023
65;9,661000252;85,95384979;2,926000118
20;0,893808007;39,48714828;0,88
160;9,680999756;53,04999924;2,573999882
37;1,488999963;32,64864731;0,72299999
633;60,85400009;56,77408981;104,7249985
176;15,32800007;69,97727203;6,388000011
198;10,21000004;50,91414261;0,79400003
622;28,55400085;31,5819931;53,91600037
202;10,57699966;43,91584015;8,937999725
63;3,470000029;45,66666794;1,493000031
40;2,003999949;39,92499924;1,202999949
20;0,991999984;42;0,310000002,
22;1,44869101;54,21268082;0,699000001
25;0,722000003;21,20000076;0,209000006
34;1,643381;41,45238113;0,68898
173;8,402000427;44,20809174;0,656000018
215;10,81499958;52,92558289;7,96000195
7;6,954999924;46,2857132;105,677002
53;2,25999999;63,75471878;0,209999993
60;0,614000022;9,683333397;1,93900001
66;4,96999979;55,95454407;2,734999895
83;4,93599987;50,81927872;2,302000046
44;2,789000034;50,65909195;0,59799999
64;4,633999825;60,953125;1,203999996
309;30,89100075;66,14886475;1,702000022
62;1,921000004;47,29032135;0,409999996
236;19,1779995;55,02118683;20,62899971
40;2,910000086;43,52500153;9,722999573
1605;57,98199844;40,66542053;9,607000351
194;19,88199997;65,08763123;32,11899948
311;34,29100037;41,56270218;177,1150055
215;17,46299934;56,91162872;15,53199959
37;5,18599987;74,32432556;0,414999992
22;7,506999969;42,72727203;94,95899963
478;26,61499977;43,02719498;30,18199921
52;5,301000118;26,03846169;63,56600189
224;29,43499947;65,48213959;19,45400047
51;3,940999985;54,74509811;2,609999895
306;25,29000092;58,25490189;23,82500076
108;5,639999866;29,67592621;2,710999966
80;8,583000183;46,21250153;8,991000175
868;55,82099915;52,17856979;13,37199974
3320;258,3869934;58,68554306;114,1210022
50;2,707999945;45,84000015;1,483999968
166;7,840000153;50,01807404;6,643000126
710;38,75099945;49,90704346;15,22900009
83;10,86999989;58,27710724;12,85599995
424;36,96500015;58,14622498;37,4000092
842;83,65699768;80,5296936;165,723999
181;6,877999783;66,65193176;5,495999813
60;2,806999922;43,96666718;0,71999997
42;4,940000057;53,07143021;1,473999977
127;6,381999969;45,99212646;1,8099997
294;15,34599972;47,86734772;4,157999992
158;8,741000175;42,52531815;1,707000017
20;2,311000109;33,09999847;0,367000014
837;70,49900055;62,98446655;66,60600281
1285;80,65100098;49,80544662;238,1809998
43;1,406999946;27,0465107;1,182999969
120;6,967000008;42,67499924;3,98300004
12;0,787639976;48,37491608;0,250651002
497;142,947998;75,04828644;85,66699982
270;19,86000061;57,09259415;3,421999931
232;12,70100021;48,82758713;7,184999943
191;7,722000122;35,42408371;1,236999989
230;4,635000229;18,36521721;0,634000003
47;2,951999903;56,44680786;2,924000025
226;5,907999992;24,21238899;1,171000004
58;4,199999809;51,56896591;1,893000007
57;6,451000214;104,2280731;1,600000024
656;35,74599838;32,48323059;57,2519989
26;1,105999947;26,84615326;0,2
208;5,232999802;17,78846169;0,455000013
51;2,530999899;47,64706039;0,90000004
134;2,24050498;16,83594894;0,127000004
224;10,29500008;55,6205368;3,46000004
172;7,901000023;52,0058136;1,705000043
8;0,337000012;42,75;0,23
11;0,589657009;38,72718048;0,184
700;79,0490036;52,11999893;75,52700043
115;7,960000038;40,59130478;5,402999878
188;7,671000004;46,46276474;5,119999886
34;2,644999981;48,55882263;0,316000015
676;38,26499939;48,7662735;27,32600021
311;19,51799965;46,93247604;9,739999771
55;3,069591999;51,76861572;0,187999994
304;15,38500023;41,88158035;6,56000233
43;14,68999958;66,20930481;163,147995
167;9,199000359;46,56287384;3,417999983
363;17,06399918;39,48760223;3,687999964
32;7,056000233;69,21875;108,1610031
64;4,032999992;45,296875;2,772000074
25;1,893000007;66,59999847;0,538999975
39;11,14299965;55,17948532;82,23699951
368;25,57500076;60,66576004;20,19400024
31;1,616999984;43,67741776;1,999999
69;2,869999886;35,94202805;1,27999997
155;10,02299976;46,6709671;3,99999905
61;3,562000036;48,93442535;0,938000023
17;1,230000019;53,58823395;0,975000024
77;3,29399991;23,48052025;2,694000006
248;15,45699978;54,08064651;5,879000187
472;29,85000038;49,47881317;16,87100029
55;1,717486978;29,40078163;0,524429023
9;0,389999986;25;0,273000002,
22;2,09800005;42,27272797;1,572999954
8;0,284999996;26;0,134000003,
28;1,582000017;52,57143021;0,135000005
61;3,130000114;43,04917908;0,602999985
95;2,335999966;20,547369;0,470999986
22;0,720000029;30,59090996;0,5
72;3,430000067;43,375;0,736000001
7;0,731000006;75;0,224000007,
22;4,070000172;74,59091187;0,430000007
353;37,30899811;52,39376831;13,21500015
95;3,276688099;33,51450348;0,17999999
4693;171,6999969;11,16556549;453,2999878
128;4,949999809;35,5;0,178000003
1113;30,29199982;25,4168911;27,69000053
1167;74,04100037;48,91688156;44,93700027
34;1,690000057;39,61764526;0,83099997
1864;135;67,06008911;41,,
70;3,996000051;44,2857132;0,759000003
7717;616,9990234;56,1228447;396,2529907
31;6,149000168;55,38709641;10,77700043
75;7,293000221;48,66666794;8,366000175
57;5,06099987;71,80701447;1,651000023
3096;210,197998;40,45704269;199,5700073
27;2,737999916;42;0,958000004,
77;6,250999928;53;10,91499996,
672;47,63899994;53,98363113;20,84399986
98;4,649000168;35,97959137;2,851999998
204;16,80800056;65,34803772;10,70199966
237;18,05400085;42,97890472;12,54899979
216;17,99799919;51,27314758;9,506999969
259;20,36000061;48,28957367;1,817999959
564;37,57799911;50,50531769;34,79399872
257;11,41800022;41,21011734;0,430000007
27;2,43660593;41,53085327;3,109383106
39;2,665999889;51,12820435;3,440000057
317;37,85300064;43,81388092;72,24099731
386;17,12000084;22,23834229;3,565999985
16;1,210000038;57,875;5,157999992
62;2,851000071;30,17741966;0,372999996
289;17,54999924;46,09342575;8,723999977
135;5,722000122;30,05925941;5,309999943
331;24,47200012;50,68881989;1,57000041
403;25,17200089;46,03722;15,18799973
588;37,87200165;54,67176819;18,44000053
389;14,48600006;30,10025787;2,200999975
94;10,13599968;63,45744705;2,622999907
342;31,08399963;72,61695862;2,710999966
899;58,08599854;36,79310226;57,61500168
12;0,307565987;25,95274925;0,142000005
1169;60,23799896;37,52352524;24,63699913
860;56,14899826;51,63837051;25,59399986
478;33,18799973;46,10041809;24,6590004
1178;68,0059967;46,5203743;43,87400055
34;3,183000088;37,55882263;3,147000074
1083;98,60500336;56,54940033;49,76900101
115;4,501999855;30,14782524;3,160000086
95;3,528000116;31,42105293;0,755999982
108;5,517000198;43,12036896;1,409000039
28;1,110000014;34,8571434;0,37
286;11,55900002;40,65384674;0,328999996
37;2,056999922;35,97297287;1,212000012
533;37,08100128;43,61351013;23,34199905
94;5,089000225;45,29787064;2,380000114
24;1,462000012;56,25;0,222000003
28;0,954999983;35,2142868;0,772000015
668;18,41300011;46,58383179;5,638000011
56;3,078999996;50;0,558000028,
6;0,501999974;51,83333206;0,361999989
130;7,981999874;48,23077011;3,749000072
45;4,249000072;71;2,84000111,
96;4,843999863;41,8125;1,151000023
90;4,026000023;33,83333206;3,308000088
77;3,369999886;38,66233826;0,600000024
13;1,753000021;69,69230652;0,40200001
98;5,756999969;43,2142868;4,267000198
71;4,584000111;49,64788818;2,252000093
393;45,01100159;54,05089188;38,81200027
92;4,657999992;43,75;0,741999984
21;5,181000233;58;28,49500084,
10;0,444999993;38,20000076;0,93999997
26;0,944000006;35,19230652;1,222000003
51;2,357000113;38,13725662;0,469000012
30;1,402999997;31,53333282;0,493000001
146;9,293000221;53,22602844;2,867000103
50;0,326000005;4,579999924;0,112000003
47;3,719000101;52,63829803;2,194999933
316;19,96500015;43,99050522;4,919000149
1891;128,401001;44,53516769;66,85800171
3812;91,37200165;20,76311684;37,99599838
624;29,93400002;43,30288315;52,47100067
367;27,94300079;56,5722084;13,24800014
271;10,16600037;35,80811691;1,31999946
146;8,284999847;52,82191849;0,847000003
562;31,31299973;46,26156616;18,79800034
1993;109,6279984;41,65980911;103,8209991
550;26,65600014;40,73818207;11,22399998
51;5,140999794;63,90196228;8,842000008
629;93,99900055;91,06835938;7,717999935
783;51,28699875;46,58109665;29,81399918
348;22,00399971;41,31896591;109,9830017
33;1,570000052;39,18181992;0,33
155;11,2869997;53,97419357;6,71000099
109;4,363999844;37,45871735;0,990999997
316;10,125;38,54430389;2,644000053
140;5,059999943;37,6428566;0,542999983
213;25,13699913;53,4366188;3,877000093
128;6,368000031;41,6875;2,944999933
295;6,659999847;19,28813553;1,519000053
22;1,105999947;39,86363602;1,144999981
212;14,7329998;47,179245;7,205999851
168;13,02299976;44,93452454;15,98600006
99;5,337999821;36,39393997;0,781000018
18;0,490999997;21,61111069;0,382999986
103;4,228000164;34,06796265;1,600999951
66;6,890999794;48,80303192;15,68599987
77;3,530999899;41,48051834;1,103999972
106;5,756000042;40,11320877;1,621000051
73;6,899000168;75,57534027;3,269999981
42;1,84800005;36,76190567;0,727999985
66;3,513000011;33,66666794;7,875999928
157;12,93400002;76,08917236;3,688999891
114;7,178999901;58,89473724;6,855999947
170;13,65200043;63,68235397;26,8200073
52;1,61500001;30,69230843;0,45000002
78;5,28000021;60,74359131;1,542999983
682;53,67599869;51,17888641;27,85899925
2866;181,378006;44,05268478;245,1419983
140;11,0170002;66,04285431;1,284000039
301;8,220000267;41,9966774;18,84300041
41;1,962000012;35,31707382;0,256000012
39;1,419999957;31,64102554;0,326000005
37;1,944000006;47,83783722;0,305999994
85;9,204000473;51,14117813;7,132999897
622;27,32699966;42,81511307;3,795000076
482;24,31500053;40,87759399;96,95500183
12;0,317999989;24,41666603;0,78000002
275;9,562000275;24,92000008;7,203000069
173;12,62899971;52,94219589;5,203000069
136;6,612999916;35,82352829;11,65699959
272;29,75600052;58,50367737;18,22599983
13;1,786000013;72,61538696;1,536999941
184;13,20899963;55,59239197;4,206999779
234;14,01799965;47,0128212;7,520999908
134;5,140999794;35,6865654;2,489000082
38;2,161999941;50,9736824;1,182999969
78;6,894000053;41,42307663;6,803999901
92;4,460999966;38,60869598;2,523000002
13;0,925000012;52,53845978;3,193000078
141;7,326000214;43,00709152;4,532000065
309;21,70599937;55,54045486;12,72700024
66;4,96600008;47,04545593;1,85800004
37;2,063061953;49,13394928;0,737591028
61;2,372999907;30,03278732;0,614000022
49;5,986999989;56,10203934;2,65000057
202;16,83300018;47,95049667;88,3789978
139;5,873000145;37,43165588;0,727999985
86;7,679999828;43,930233;16,36599922
52;2,457999945;30,09615326;1,292000055
12;0,799000025;57,25;0,248999998
17;7,445000172;69;99,6740036,
126;6,481999874;36,09523773;3,72000027
97;7,104000092;57,87628937;1,868999958
872;20,48900032;18,30733871;9,253000259
18;0,879999995;40,83333206;0,352999985
66;5,089000225;59,98484802;1,671000004
93;8,734999657;68,5806427;1,529999971
298;38,52099991;52,60066986;158,647995
37;1,922000051;47,32432556;0,503000021
32;3,430000067;37,5;0,300000012
422;28,78700066;66,26776886;2,927000046
75;6,407000065;54,41333389;0,31099999
36;1,483297944;31,58138847;0,850000024
36;1,399999976;34,75;0,158999994
216;12,8760004;52,30555725;12,4199982
54;2,167000055;30,27777863;0,231999993
35;3,644999981;40,1428566;0,71000002
409;18,23200035;43,39608765;13,98099995
28;1,625659108;40,70653534;0,35999998
238;14,65299988;52,23109055;5,877999783
906;53,88600159;46,31015396;47,85699844
35;1,75;41,65714264;1,547000051
83;2,552000046;30,20481873;0,169
66;2,483999968;31,439394;0,307000011
25;0,416000009;14,68000031;0,229000002
279;15,56900024;49,05376434;22,4599953
40;1,692000031;35,72499847;0,64000003
335;20,31500053;48,42388153;3,573999882
54;1,958999991;32,55555725;0,68999998
521;21,20899963;38,71017456;0,458999991
20;1,914999962;55,90000153;0,361000001
23;0,671000004;28,21739197;0,2
114;2,996000051;25,36842155;0,35
23;1,35800004;39,69565201;0,22
96;6,993000031;48,63541794;3,948999882
83;4,53000021;51,07228851;0,713
280;16,5170002;41,86428452;29,59199905
14;0,633000016;38,57143021;0,35999998
11;0,659515977;38,74663925;0,816733003
58;3,09100008;51,74137878;0,656000018
28;3,588000059;42,6428566;0,97299999
167;4,309000015;42,65868378;8,144000053
88;9,333999634;76,07954407;5,620999813
197;12,55200005;53,17766571;2,88499999
14;0,538375974;29,91456985;0,321516007
189;20,79299927;79,84127045;3,494999886
290;19,70899963;56,65517426;5,708000183
581;44,24100113;52,55421829;35,70000076
228;12,50300026;47,55263138;7,873000145
150;15,35999966;52,4066658;12,96000004
79;6,46600008;59,06328964;0,172000006
154;18,29599953;45,58441544;3,91899991
80;1,33099997;18,5;0,999000013
32;2,115999937;45,125;0,86000003
400;23,58200073;47,13999939;13,64900017
26;2,217999935;44,92307663;0,451999992
272;24,90399933;43,02941132;21,79100037
59;4,821000099;47,59321976;0,962000012
17;0,677251995;34,46052933;0,122000001
191;9,284999847;46,46073151;5,912000179
420;18,51099968;42,51666641;17,52099991
2126;148,6369934;53,94261551;94,11799622
1113;61,29899979;46,36567688;47,600052
283;18,34900093;51,82685471;12,38799953
191;15,06200027;60,85863876;3,84000111
137;10,07400036;62,05109406;2,411999941
1707;103,2669983;46,26010513;87,89700317
405;23;46,91358185;12,,
68;3,549999952;43,41176605;2,426000118
476;33,42399979;52,76680756;55,49499893
50;4,223999977;57,02000046;2,9000063
793;97,23799896;64,96595001;550,4000244
194;8,437999725;45,13917542;12,47299957
300;19,85000038;54,54999924;210,451004
53;2,73300004;35,52830124;0,714999974
114;4,191999912;32,16666794;0,795000017
103;6,616000175;57,67961121;2,516000032
63;3,382999897;48,09523773;0,377000004
229;12,61900043;71,56768799;9,41000366
626;62,43700027;54,99680328;36,61899948
687;62,12400055;55,88355255;112,1660004
119;7,781000137;53,94117737;2,719000101
85;5,160999775;38,8705864;43,75400162
94;4,953000069;44,47872162;3,125999928
116;6,892000198;48,00862122;3,105999947
192;15,07199955;62,69791794;2,2000093
107;10,45300007;68,1121521;1,328999996
335;15,45600033;36;7,830999851,
93;4,642000198;41,35483932;1,83999991
114;4,915999889;44,51754379;0,211999997
241;15,19099998;44,9377594;21,73200035
209;14,89799976;59,06220245;20,5
80;2,901000023;27,02499962;1,580000043
463;25,80800056;32,4449234;34,13299942
15;0,930999994;40,53333282;0,742999971
38;1,621000051;31,21052551;0,885999978
16;0,523999989;31,1875;0,32000002
1399;100,3389969;49,66118622;103,8809967
6;3,169371128;45,79266739;6,382384777
135;24,83300018;63,89629745;12,21399975
105;5,750999928;34,93333435;3,753000021
52;2,571000099;44,80769348;0,123999998
18;1,13499999;47,16666794;0,90200001
110;9,482000351;53,39090729;24,4810009
616;42,09899902;63,59577942;9,12000084
51;4,443999767;65,86274719;2,13999939
175;8,906000137;56,43428421;7,347000122
53;2,828687906;49,06973648;0,389524013
2234;109,3359985;52,00761032;80,52700043
92;19,04899979;78,76087189;193,628006
119;8,112999916;57,61344528;4,76000214
103;8,020999908;42,54368973;4,6000042
407;10,63899994;29,53562737;7,215000153
9;2,153000116;106,5555573;0,476999998
92;6;41,43478394;4,15899992,
95;4,21600008;35,69473648;1,682999969
106;4,327000141;25,64151001;1,41000009
300;22,54500008;55,25;10,81900024
267;7,111999989;43,98876572;78,40100098
57;5,281000137;42,08771896;1,610999942
142;8,602000237;56,12676239;1,90000033
1149;11,49699974;8,342906952;14,85900021
54;2,427000046;35,75925827;0,653999984
62;4,441999912;44,98387146;0,56400001
49;1,873000026;21,44898033;0,615999997
29;1,893458962;45,54258728;0,333999991
372;26,26600075;48,61021423;18,14900017
24;1,835000038;40,75;3,595000029
202;18,10499954;86,40099335;5,418000221
33;6,828000069;72,36363983;28,62100029
11;1,628000021;53;21,13599968,
121;3,601000071;26,46281052;0,773000002
188;12,07499981;58,34574509;6,823999882
74;5,228000164;37,29729843;1,113999963
3765;202,9149933;43,8302803;199,6089935
77;14,31099987;112,350647;0,948000014
934;46,54000092;48,79122162;3,611000061
47;5,327000141;102,9361725;0,216999993
14;0,288531989;42,08607101;0,111000001
168;11,00399971;34,07143021;5,197000027
687;147,2079926;54,99272156;217,4949951
87;2,427999973;57,18390656;6,869999886
39;1,868000031;39;0,103,
924;88,02300262;58,33549881;306,8160095
20;3,167999983;102,25;13,300026
218;13,38399982;57,74311829;2,269000053
15;1,164000034;75,93333435;0,27000001
12;0,572000027;38;0,32000002,
2149;134,4720001;49,25453568;124,3769989
391;40,94499969;70,39897919;12,17700005
212;12,15699959;45,25943375;16,50900078
567;99,96199799;78,0388031;16,38899994
600;61,59600067;98,28166962;6,3000021
117;8,06799984;70,82051086;7,669000149
204;26,18400002;69,62744904;21,92900085
421;23,66399956;35,55106735;28,89100075
155;15,25;63,21935654;4,519999981
116;7,867000103;54,37931061;1,557999969
112;6,712999821;41,3928566;1,825000048
1315;85,49500275;42,21216583;56,340004
257;12,48499966;44,38521576;6,99999905
126;13,85099983;87,69047546;24,4800034
2858;324,5100098;85,98075867;131,1569977
10;0,900196016;48,15980148;0,85314997
464;61,08100128;65,29741669;5,367000103
1092;61,11800003;58,37911987;57,1570015
36;2,062000036;42,69444275;0,479000002
11;4,993000031;80,54545593;58,31499863
348;31,94499969;84,08620453;14,32800007
225;20,97900009;71,36888885;1,549000025
833;100,3410034;58,82833099;610,800171
665;60,07600021;66,53083038;93,41699982
10;2,818000078;60;0,9,
16;2,765000105;90,4375;0,225999996
134;7,931000233;35,91791153;11,69900036
99;5,777999878;46,38383865;8,6099987
996;116,3929977;82,82329559;221,1320038
21;14,07999992;91,7142868;157,4620056
243;23,06299973;71,6419754;27,8220005
36;7,230999947;58,69444275;62,17100143
114;15,17300034;21,38596535;2,578999996
1508;124,2009964;57,69827652;181,7839966
20;1,291000009;51,15000153;0,426999986
42;2,674999952;47,2142868;3,207000017
3112;260,7789917;61,05559158;249,3959961
216;18,54899979;52,27777863;9,260000229
500;9,628000259;10,88199997;14,52000046
768;89,25900269;58,4296875;25,55400085
122;6,106999874;42,38524628;0,550000012
16;0,888999999;53,875;0,120999999
239;9,392000198;37,68619156;0,566999972
24;1,41900003;46,08333206;1,710999966
13;0,716000021;45,46154022;0,61000001
181;10,92399979;50,4364624;14,80599976
106;5,228000164;36,179245;3,553999901
107;13,32299995;62,98130798;4,997000217
205;25,30500031;69,31707001;50,7300186
295;22,4810009;72,62712097;4,909999847
13;0,605699003;37,30384445;0,212083995
147;9,12100029;59,90476227;0,744000018
48;2,640000105;48,1875;0,77
51;4,906000137;50,03921509;1,180999994
57;3,76699996;44,38596344;1,39000034
129;7,414000034;47,58914566;3,631999969
2388;746;117,2529297;7576,,
138;15,77099991;86,15942383;9,57999611
2754;179,0099945;55,77414703;69,42099762
157;9,348999977;46,92993546;2,736999989
86;20,06800079;64,02325439;1,388000011
52;3,190999985;58,61538315;0,42899999
122;9,739999771;71,34426117;0,518000007
465;19,80599976;41,97204208;0,981000006
210;17,5359993;69,83333588;10,76000023
1177;80,51300049;48,88615036;177,5070038
10;1,131000042;55,5;31,20400047
66;2,572999954;45,07575607;5,522999763
1573;18,24200058;11,25747013;1,547999978
294;21,24399948;67,56802368;23,7600021
674;43,49399948;53,37537003;20,5909996
14;1,549999952;77,42857361;1,192999959
7;1,123000026;70,7142868;2,915999889
143;11,47599983;63,53845978;0,698000014
151;9,477000237;53,54966736;7,27999878
554;38,43099976;55,38267136;12,83199978
27;1,669999957;56,85185242;0,48
21;1,715000033;17,33333397;23,2159996
252;34,98799896;65,1031723;90,490036
89;4,610000134;36,04494476;7,750999928
77;4,059000015;43,80519485;0,931999981
482;24,05200005;32,16390228;10,3039999
43;3,494999886;60,27906799;1,391000032
853;56,11100006;46,50879288;29,58300018
66;2,812000036;49,12121201;2,375999928
56;3,342000008;43,5178566;4,684000015
113;7,175000191;39,16814041;1,753999949
463;34,10900116;65,47948456;12,75300026
33;3,147000074;56,72727203;2,961999893
139;8,258000374;56,40287781;8,267999649
141;4,605000019;28,24113464;0,449999988
141;10,07800007;59,43262482;4,265999794
96;5,722000122;51,73958206;6,821000099
274;28,65699959;65,22262573;28,80699921
40;2,721999884;49,52500153;2,954999924
149;10,18999958;48,65100861;22,91399956
293;17,34199905;46,05460739;14,29100037
1779;130,3560028;54,92805099;183,3619995
10;0,771000028;41,40000153;0,300999999
487;26,82299995;46,2361412;13,15999985
56;2,49008584;39,91998291;0,757000029
447;21,84300041;40,01565933;9,784000397
180;13,52900028;64,3777771;10,76799965
1325;98,78800201;60,89811325;57,2199936
53;3,869999886;57,13207626;0,66
165;13,77200031;63,44242477;3,763000011
5045;483,2000122;59,6828537;479,2000122
2571;427,2909851;97,02489471;741,242981
158;21,18199921;44,27215195;77,65000153
544;35,18199921;56,26654434;47,2700043
1285;97,8239975;41,27704239;142,339966
46;3,10800004;52,95652008;5,114999771
403;43,80699921;102,1836243;101,3820038
738;45,56000137;30,34146309;6,229000092
41;2,407999992;45,51219559;0,430846006
18;2,469000101;33,16666794;3,696000099
42;3,622999907;62,45238113;0,61500001
205;14,07499981;60,43414688;1,404999971
33;2,943000078;69,48484802;2,526000023
32;1,463000059;41,21875;0,824000001
174;13,86699963;53,37931061;7,78000069
71;3,45600009;54,61971664;1,687999964
52;3,653000116;62,01922989;2,121999979
16;5,080999851;56,9375;28,98200035
36;6,822999954;39,69444275;99,60199738
119;2,57921505;20,21431923;0,748620987
1690;81,19999695;39,93964386;107,4960022
73;5,465000153;48,52054977;3,565000057
10;0,342999995;33,40000153;0,14
418;39,52700043;71,78229523;27,97299957
60;8,456000328;97,96666718;5,368999958
87;3,957999945;41,12643814;0,671999991
33;2,677000046;45,45454407;1,281999946
10;1,970999956;109,1999969;1,465000033
61;2,005000114;33,72130966;0,467000008
59;2,625;36,55932236;0,497000009
73;3,805999994;42,35616302;2,50999999
431;39,78699875;90,80974579;0,64200002
57;4,126999855;58,78947449;0,248999998
268;17,44799995;53,19029999;3,726999998
134;9,345000267;56,60447693;0,998000026
46;3,447999954;30;3,506999969,
182;4,782000065;24,10439491;1,572000027
61;4,956999779;68,21311188;0,282999992
808;67,08999634;78,88861084;46,52000046
76;3,86500001;48,10526276;0,314999998
20;1,713999987;79,90000153;1,26000023
79;6,918000221;47,20252991;7,686999798
51;3,545113087;61,39417648;0,238999993
133;4,643000126;32,53383636;0,109999999
140;26,08600044;117,6928558;11,45300007
64;6,18900013;60,578125;3,223999977
10;0,565479994;30,75830078;0,128000006
76;5,360000134;52,43421173;2,78999996
350;6,047999859;10,70285702;0,703999996
2831;255,5529938;69,43765259;159,3999939
18;1,665035009;47,58283234;1,139000058
38;2,153983116;46,78681564;0,252999991
14;0,35352999;19,52635765;0,81
10;0,38181299;54,02709961;0,26071001
20;0,156000003;7,150000095;0,7334
30;2,796324968;48,8177681;0,52700001
6;1,317999959;216;0,22,
3859;375,2149963;78,39984131;664,1090088
6;4,993999958;66;34,52099991,
191;9,295000076;45,75392532;2,529000044
8;10,8380003;64,125;73,5599976
13;0,806773007;54,5230751;0,119678997
19;2,365999937;42,05263138;0,340999991
